coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
wild beast block,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
posex,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2894,-0.37,-0.09,-1.49,-1.49,-0.116,1.0,0.018,-0.037
bowscoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,68,0.26,0.14,2.17,2.17,-0.368,3.5,0.068,-0.067
dollar online,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
rawcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3150,0.04,0.06,0.97,0.97,0.735,-3.5,0.032,0.093
argus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,9004,0.24,0.14,2.18,2.18,1.377,-8.0,0.585,-0.01
save and gain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitvolt,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,18981,0.29,0.16,2.6,2.6,0.676,13.5,0.026,0.04
biobar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3937,0.3,0.17,2.67,2.67,-0.028,-1.5,0.038,0.073
cthulhu offer...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ibank,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3039,0.12,0.04,0.66,0.66,-0.271,0.0,0.025,-0.017
crevacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2233,0.14,0.13,2.04,2.04,-0.172,37.5,0.023,0.2
selfiecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,88,0.14,0.11,1.81,1.81,0.219,-3.5,0.037,0.007
artex coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
concoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,297,0.27,0.25,4.0,4.0,-0.354,-5.0,0.081,-0.073
coimatic 3.0,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
coimatic 2.0,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nodecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,61,0.07,0.17,2.74,2.74,0.017,-4.0,0.065,-0.03
vault coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
socialcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,27,-0.01,0.14,2.2,2.2,-0.763,0.0,0.048,0.0
magnum,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2148,0.26,0.13,2.07,2.07,0.354,-3.0,0.407,-0.057
ulatech,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,886914,0.17,0.12,1.9,1.9,3.722,110.5,0.094,0.367
levoplus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1851,0.17,0.12,1.85,1.85,0.03,-26.0,0.029,-0.04
tristar coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ebittree coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
caliphcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,524,0.22,0.17,2.77,2.77,-0.169,0.0,0.233,-0.18
poly ai,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ck usd,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
atmcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1523,-0.06,0.19,3.05,3.05,0.091,5.5,0.008,0.033
trustnote,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,21438,0,N/A,N/A,N/A,0.0,28347900,-0.06,-0.51,-1.02,-1.02,0.297,-6.0,-0.007,-0.033
penta,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,15277400,0.16,1.29,2.58,2.58,-0.209,-4.0,-0.005,-0.013
zip,N/A,N/A,N/A,N/A,12,other,N/A,19220000.0,19200000.0,1.0,0.19,86,0,N/A,N/A,N/A,-0.989,10072300,0.63,1.09,2.17,2.17,-2.531,-11.0,0.03,0.013
tripio,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,23690700,-0.03,-0.22,-0.44,-0.44,0.526,-5.0,0.003,0.02
libra credit,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
content and a...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
pundi x,21 Jan 2018,21 Jan 2018,0.0,129.0,12,saas,11,N/A,N/A,N/A,2.1,22724,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
kcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,51695,0,N/A,N/A,N/A,0.0,6821280,-0.12,-0.14,-2.3,-2.3,-0.05,-4.0,-0.002,-0.003
skrumble network,N/A,N/A,N/A,N/A,12,fintech,31,N/A,N/A,N/A,N/A,55529,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
educoin,18 Mar 2018,25 Mar 2018,7.0,66.0,7,social services,4,N/A,N/A,N/A,N/A,376,0,7,N/A,N/A,0.0,4,0.22,0.16,2.51,2.51,-23.531,7.0,0.739,0.01
intelligent i...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
oceanchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1084330,0.02,-0.23,-3.61,-3.61,-0.413,-4.0,-0.003,-0.003
spindle,9 May 2018,15 May 2018,6.0,15.0,4,blockchain,12,N/A,N/A,N/A,0.23,31347,0,23787,N/A,N/A,-0.905,2379600,3.35,5.8,11.61,11.61,-1.888,-9.5,0.106,0.093
silent notary,15 Mar 2018,12 Apr 2018,28.0,48.0,2,blockchain,4,N/A,N/A,N/A,0.0,30386,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
apis,4 Mar 2018,3 Apr 2018,30.0,57.0,7,blockchain,21,N/A,3600.0,N/A,0.0036,N/A,0,19599,N/A,N/A,0.028,4766240,1.43,2.48,4.96,4.96,-6.759,13.0,0.071,0.063
super bitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
acute angle c...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
red,N/A,N/A,N/A,N/A,3,other,3,14508923.0,14500000.0,1.0,0.0358,6381,0,N/A,N/A,N/A,4.771,6209820,-2.4,-4.15,-8.31,-8.31,-1.066,-9.0,-0.051,-0.007
realchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1318650,0.04,-0.11,-1.71,-1.71,-0.031,-7.5,-0.002,0.057
nkn,N/A,N/A,N/A,N/A,12,other,6,12600000.0,12600000.0,1.0,0.13,18006,0,5268,N/A,N/A,1.847,16839000,-6.48,-11.22,-22.45,-22.45,0.265,1.0,-0.015,-0.013
starchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1401020,-0.08,-0.29,-4.68,-4.68,-0.376,-7.0,0.002,-0.03
show,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,23195900,-0.21,-0.25,-3.99,-3.99,-0.156,-7.5,-0.005,0.04
coinmeet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13261300,-0.28,-0.2,-3.19,-3.19,0.968,-6.0,-0.005,-0.01
lightning bit...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
topchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5565320,-0.0,-0.09,-1.5,-1.5,-0.261,-1.0,-0.001,0.027
chatcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6851700,0.02,-0.13,-1.99,-1.99,-0.438,-6.0,-0.007,-0.033
tokia,4 Dec 2017,15 Mar 2018,101.0,76.0,4,fintech,7,30000000.0,N/A,N/A,1.0,8293,0,1606,N/A,N/A,-0.813,641864,1.15,2.0,3.99,3.99,-3.048,-46.5,0.027,0.207
noah coin,N/A,N/A,N/A,N/A,8,real estate,8,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
aware,04 Jan 2018,30 Jan 2018,26.0,120.0,12,fintech,N/A,N/A,N/A,N/A,0.063,598,0,N/A,N/A,N/A,0.495,1391910,-0.31,-0.19,-2.96,-2.96,-0.008,-1.5,-0.003,0.03
super game chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
molecular future,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bezant,N/A,N/A,N/A,N/A,7,blockchain,32,27500000.0,40000000.0,0.69,0.1,5487,0,1780,N/A,N/A,1.1,1779890,-0.43,-0.75,-1.5,-1.5,-0.453,-17.0,-0.015,0.027
maggie,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,566343,-0.08,-0.2,-3.24,-3.24,-0.014,-2.5,0.001,-0.01
dragon coins,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
mytoken,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,13270700,-0.3,-2.41,-4.83,-4.83,0.09,-6.5,-0.015,-0.017
open platform,N/A,N/A,N/A,N/A,1,saas,16,N/A,30000000.0,N/A,N/A,62011,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
influence chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
united bitcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
tezos (pre-la...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
patron,27 Mar 2018,9 May 2018,43.0,21.0,8,saas,26,40000000.0,35000000.0,1.0,0.5,14729,0,21639,N/A,N/A,-0.864,933787,0.78,1.35,2.71,2.71,-1.711,2.5,0.064,-0.14
nexty,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,55905,0.27,2.16,4.33,4.33,0.073,-12.0,0.113,0.297
fairgame,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1747850,-0.23,-0.19,-3.02,-3.02,-0.222,-12.0,-0.005,-0.033
phantasma,N/A,N/A,N/A,N/A,12,other,13,9650000.0,9700000.0,0.99,0.23,22088,0,4534,N/A,N/A,1.476,799685,-3.24,-5.61,-11.22,-11.22,-1.99,-7.5,-0.037,-0.05
dignity,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,416028,0.44,3.49,6.98,6.98,0.685,-6.5,0.033,-0.047
valuechain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,798949,-0.12,-0.16,-2.47,-2.47,0.325,-5.0,0.004,0.017
fargocoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,476,0.31,0.05,0.73,0.73,-0.015,-3.0,0.001,-0.023
freyrchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,609893,-0.64,-1.1,-2.2,-2.2,-0.418,-10.5,-0.013,0.0
b2bcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,87414,0.05,0.38,0.75,0.75,0.16,3.5,0.025,-0.047
gems,30 Jan 2018,01 Feb 2018,2.0,118.0,12,fintech,2,N/A,N/A,N/A,0.075,32977,0,19377,N/A,N/A,-0.689,4746,-0.07,0.01,0.16,0.16,-2.738,-1403.5,0.167,9.51
bitcoinx,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6712600,0.05,-0.1,-1.61,-1.61,0.195,-6.5,0.006,-0.03
animation vis...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
insurchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1084670,-0.7,-1.22,-2.43,-2.43,-0.486,-2.5,-0.017,0.02
level up coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
exchange union,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
filecoin [fut...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
read,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1092850,-0.13,-0.1,-1.64,-1.64,0.001,5.5,-0.006,-0.01
monero classic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
loopring [neo],N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ofcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11876100,0.09,-0.14,-2.25,-2.25,-0.049,-5.0,-0.006,-0.05
halalchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,80,0,N/A,N/A,N/A,0.0,8200110,-0.11,-0.2,-3.21,-3.21,-0.09,-2.5,-0.004,-0.023
key,23 Sep 2017,23 Oct 2017,30.0,219.0,12,fintech,N/A,21780000.0,N/A,N/A,0.01,N/A,0,N/A,N/A,N/A,0.063,496995,-0.18,-1.41,-2.81,-2.81,0.36,-4.5,-0.002,0.007
lightchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,17679100,0.05,-0.14,-2.22,-2.22,-0.082,-10.5,-0.005,0.003
cfun,18 Dec 2017,19 Dec 2017,1.0,162.0,7,saas,9,15000000.0,15000000.0,1.0,0.03,4570,0,5568,N/A,N/A,2.506,14156000,-0.17,-0.18,-2.79,-2.79,0.076,-0.5,-0.007,0.043
unlimitedip,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,8182910,-0.03,-0.14,-2.28,-2.28,-0.065,-6.5,-0.002,0.007
crowd machine,N/A,N/A,N/A,N/A,7,saas,21,N/A,N/A,N/A,N/A,6120,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
starcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11257,0.0,-0.02,-0.34,-0.34,0.285,7.5,0.006,0.01
global social...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
weth,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,246099,-0.16,-0.1,-1.66,-1.66,-0.044,-6.0,-0.003,-0.007
aidos kuneen,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
switcheo,N/A,N/A,N/A,N/A,12,fintech,N/A,8700000.0,8700000.0,1.0,0.016,16735,0,N/A,N/A,N/A,-0.193,182193,0.41,3.28,6.56,6.56,0.328,-12.0,0.03,0.03
powercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11547,-0.31,-0.02,-0.29,-0.29,0.223,-41.5,0.014,-0.24
infinity econ...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
fidelium,26 Feb 2018,26 Mar 2018,28.0,65.0,1,fintech,18,10000000.0,47000000.0,0.21,-0.07,N/A,0,2454,N/A,N/A,-4.111,76937,-0.05,-0.37,-0.75,-0.75,-0.246,-5.5,-0.014,-0.127
rublix,N/A,N/A,N/A,N/A,1,fintech,12,N/A,N/A,N/A,0.15,6428,0,54,N/A,N/A,0.724,522925,0.29,2.31,4.62,4.62,-0.156,-2.5,0.033,-0.037
stockchain,16 Mar 2018,19 Mar 2018,3.0,72.0,7,other,18,2693450.0,N/A,N/A,0.011,89321,0,54483,N/A,N/A,1.704,271642,0.31,-0.03,-0.52,-0.52,-0.154,-4.5,-0.005,0.02
iquant,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,15360,0.14,0.08,1.33,1.33,-0.19,2.0,0.021,-0.007
qube,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,628377,-0.1,-0.09,-1.42,-1.42,-0.382,-11.0,-0.006,0.043
investdigital,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,15762,0,N/A,N/A,N/A,0.0,614123,-0.12,-0.09,-1.47,-1.47,-0.266,-8.0,-0.003,0.07
electronic pk...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cybereits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,287463,-0.2,-1.61,-3.22,-3.22,0.287,-8.5,-0.012,0.013
pixie coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
xyo network,20 Mar 2018,21 May 2018,62.0,9.0,1,other,25,11951000.0,48000000.0,0.25,0.01,16608,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
eximchain,01 Feb 2018,13 Feb 2018,12.0,106.0,12,blockchain,16,20000000.0,20000000.0,1.0,0.33,10971,0,N/A,N/A,N/A,1.01,185434,4.24,7.35,14.7,14.7,-1.163,-5.0,0.048,0.04
ipchain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,606935,0.02,-0.01,-0.08,-0.08,-0.238,0.0,0.005,0.0
cazcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,79995,0.2,0.34,0.69,0.69,-1.031,1.0,-0.012,-0.013
rhenium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,179068,-0.37,-0.63,-1.27,-1.27,-3.496,-18.0,-0.066,-0.16
hero,14 Sep 2017,14 Oct 2017,30.0,228.0,5,entertainment,13,36416517.0,173900000.0,0.21,0.04,1958,0,4494,N/A,N/A,7.513,88370,1.21,2.09,4.18,4.18,0.355,-2.0,0.061,0.163
naviaddress,1 Mar 2018,31 Mar 2018,30.0,60.0,7,saas,6,16900000.0,20000000.0,0.84,0.05,99994,0,195,N/A,N/A,-0.518,194240,-0.93,-1.62,-3.24,-3.24,4.133,17.5,-0.058,-0.03
comsa [eth],N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bigone token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bastonet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,426469,-0.21,0.03,0.47,0.47,-0.279,-64.5,0.029,-0.23
content neutr...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
indicoin,30 Sep 2017,1 Nov 2017,32.0,210.0,12,blockchain,9,23000.0,N/A,N/A,0.02,N/A,0,19250,N/A,N/A,0.711,60496,0.16,0.05,0.73,0.73,-0.951,-127.0,0.035,0.763
vipstar coin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
arbitracoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,427347,-0.18,-1.41,-2.82,-2.82,1.115,18.5,-0.033,0.447
faceter,15 Feb 2018,30 Mar 2018,43.0,61.0,11,other,9,28610352.0,40800000.0,0.7,0.0349,2100,0,51,N/A,N/A,-0.43,135291,1.77,3.06,6.11,6.11,-1.888,-6.5,0.046,0.033
dascoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,5,0,N/A,N/A,N/A,0.0,266957,-2.49,-4.32,-8.64,-8.64,-0.198,-3.5,-0.018,-0.013
nectar,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,70353,inf,inf,inf,inf,nan,nan,nan,nan
monero original,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
consensus,N/A,N/A,N/A,N/A,12,other,9,N/A,N/A,N/A,0.05,18053,0,714,N/A,N/A,-0.797,42296,0.56,4.45,8.9,7.23,-0.388,nan,0.019,nan
